"","max_PM2.5","max_O3","max_PM10","Longitude","Latitude","Elevation","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_INDUSTRIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN"
"1132",-2.3,0.041,9,-120.680277,38.20185,310,1,0,0,1,0
"1133",12.5,0.066,21,-109.455315,47.048537,1250,0,1,0,1,0
"1134",7.75,0.054,21,-91.179219,30.461981,19,0,1,0,0,0
"1135",3,0.042,7,-122.356811,37.9604,11,0,1,0,0,0
"1136",4.9,0.042,11,-112.07526,33.40314,325,0,0,0,0,0
"1137",7.1,0.038,19,-101.941218,43.74561,743,1,0,0,1,0
"1138",0.8,0.033,10,-120.994212,37.642165,29,0,1,0,0,0
"1139",4.4,0.031,9,-81.3625,28.596389,27,0,1,0,0,0
"1140",3.4,0.044,20,-105.303528,42.766972,1508,1,0,0,1,0
"1141",13.95,0.031,17,-96.807299,44.348604,499,1,0,0,1,0
"1142",6.45,0.049,45,-118.22688,34.06659,93,0,0,0,0,0
"1143",12.7,0.035,19,-112.095767,33.503833,343,0,0,0,0,0
"1144",6.1,0.023,20,-72.902871,41.3014,2,0,1,0,0,0
"1145",7.45,0.055,29,-112.19193,33.57453,359,0,0,0,1,0
"1146",2.7,0.057,10,-112.19193,33.57453,359,0,0,0,1,0
"1147",8.8,0.04,20,-120.034203,36.953256,85,0,1,0,0,1
"1148",12.2,0.031,19,-103.2995,47.5812,602,1,0,0,1,0
"1149",3.2,0.03,29,-81.3625,28.596389,27,0,1,0,0,0
"1150",16.3,0.017,30,-106.65739,35.01708,1508,0,1,0,1,0
"1151",6.5,0.038,24,-100.76821,46.825425,566,0,0,0,0,1
"1152",1.7,0.042,3,-81.972222,28.028889,62,0,0,0,0,1
"1153",5.9,0.028,29,-112.06619,33.56031,386,0,0,0,0,1
"1154",7.56666666666667,0.062,11,-78.904037,36.032955,124,0,1,0,0,1
"1155",9.3,0.035,12,-119.716433,36.819449,112,0,0,0,0,0
"1156",6.3,0.044,13,-122.38092,40.55013,150,0,1,0,0,1
"1157",6.7,0.031,13,-117.4924,33.99636,231,0,0,0,0,1
"1158",5,0.059,24,-120.66617,35.49453,269,0,1,0,0,1
"1159",7.5,0.03,18,-97.475083,35.614131,355,0,0,0,0,1
"1160",8.7,0.026,21,-112.07526,33.40314,325,0,0,0,0,0
"1161",6.6,0.083,15,-104.75308,41.13069,1827,0,0,0,0,0
"1162",9.8,0.045,15,-77.40027,37.55652,54,0,0,0,0,1
"1163",7.6,0.04,32,-106.65739,35.01708,1508,0,1,0,1,0
"1164",2.7,0.06,9,-104.52277,41.08536,1743,0,0,1,1,0
"1165",7.4,0.045,9,-85.671339,42.984173,216,0,0,1,0,0
"1166",9.7,0.054,13,-119.8284,34.44551,18,0,0,0,0,1
"1167",14.65,0.03,18,-112.036298,40.496392,1496,0,0,0,0,1
"1168",11.7,0.034,9,-94.635605,39.117219,273,0,0,0,0,0
"1169",3.6,0.051,17,-119.716433,36.819449,112,0,0,0,0,0
"1170",4.5,0.051,7,-112.07526,33.40314,325,0,0,0,0,0
"1171",2.1,0.035,20,-117.93845,33.83062,41,0,0,0,0,1
"1172",4.9,0.035,9,-106.65739,35.01708,1508,0,1,0,1,0
"1173",6.45,0.043,13,-121.268523,37.950741,8,0,0,0,0,0
"1174",3.9,0.05,10,-119.77321,36.78538,100,0,1,0,0,0
"1175",32,0.051,43,-106.5852,35.1343,1591,0,0,0,0,0
"1176",17.6,0.023,49,-74.192892,40.720989,29,0,0,0,0,0
"1177",11.5,0.054,23,-78.370833,40.535278,372,0,0,1,0,1
"1178",11.2,0.064,45,-107.862471,48.317507,795,1,0,0,1,0
"1179",5.3,0.046,15,-101.766944,47.298611,601,1,0,0,1,0
"1180",3.4,0.045,8,-86.114444,39.810833,233,0,0,0,0,1
"1181",13.5,0.066,35,-112.07526,33.40314,325,0,0,0,0,0
"1182",3.2,0.053,19,-120.680277,38.20185,310,1,0,0,1,0
"1183",9.53333333333333,0.034,14,-106.584434,31.796218,1156,0,0,0,0,1
"1184",2.3,0.033,11,-80.316442,40.747796,211,0,0,0,0,0
"1185",8,0.047,8,-79.802314,36.109006,246,0,0,0,0,0
"1186",7,0.024,8,-91.179219,30.461981,19,0,1,0,0,0
"1187",4.05,0.024,10,-109.455315,47.048537,1250,0,1,0,1,0
"1188",7,0.026,7,-117.4924,33.99636,231,0,0,0,0,1
"1189",3.9,0.038,17,-111.872222,40.736389,1304,0,0,0,0,1
"1190",5.9,0.072,26,-80.628611,28.053611,9,0,0,0,0,0
"1191",2.6,0.042,2,-111.872222,40.736389,1304,0,0,0,0,1
"1192",10,0.028,16,-75.4325,40.611944,117,0,1,0,0,1
"1193",-1.4,0.035,5,-81.0525,29.206667,15,0,1,0,0,1
"1194",6.3,0.053,16,-115.122953,36.191251,571,0,1,0,0,0
"1195",3.8,0.0475,8,-106.65739,35.01708,1508,0,1,0,1,0
"1196",4.3,0.043,5,-119.143182,34.25239,39,0,0,0,1,0
"1197",7.5,0.054,14,-109.455315,47.048537,1250,0,1,0,1,0
"1198",11.3,0.054,18,-80.256944,26.053889,7,0,0,0,0,1
"1199",3.7,0.041,8,-114.021499,46.842181,969,0,0,0,0,1
"1200",5,0.042,11,-106.50815,35.1852,1791,0,0,0,0,1
"1201",11.6,0.02,30,-106.50815,35.1852,1791,0,0,0,0,1
"1202",6.35,0.058,15.5,-78.370833,40.535278,372,0,0,1,0,1
"1203",3.8,0.041,11,-93.207615,45.13768,277,0,1,0,0,1
"1204",1.5,0.028,6,-115.122953,36.191251,571,0,1,0,0,0
"1205",5.2,0.041,21,-117.93845,33.83062,41,0,0,0,0,1
"1206",8.2,0.053,12,-119.77321,36.78538,100,0,1,0,0,0
"1207",3.4,0.018,4,-115.078742,36.141875,543,0,0,0,0,0
"1208",12.1,0.04,15,-120.6693,35.25651,42,0,1,0,0,0
"1209",11.7,0.04,26,-111.86536,33.41018,370,0,1,0,0,1
"1210",0.7,0.039,4,-78.904037,36.032955,124,0,1,0,0,1
"1211",3.6,0.03,13,-121.84047,39.76168,66,0,1,0,0,1
"1212",4.5,0.046,23,-91.179219,30.461981,19,0,1,0,0,0
"1213",4.4,0.035,19,-104.987625,39.751184,1593,0,1,0,0,0
"1214",16.8,0.053,31,-81.0525,29.206667,15,0,1,0,0,1
"1215",6.3,0.045,63,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1216",15,0.034,88,-70.748017,43.075371,8,0,0,0,0,0
"1217",2.7,0.033,3,-117.41601,33.99958,255,0,0,0,0,1
"1218",11.6,0.049,23,-82.9881,38.23887,225,0,0,0,1,0
"1219",5.7,0.063,15,-102.4018,48.64193,681,1,0,0,1,0
"1220",6.6,0.036,12,-120.6693,35.25651,42,0,1,0,0,0
"1221",14.1,0.054,56,-76.283333,40.046667,107,0,0,1,0,1
"1222",6.5,0.0275,5,-115.253333,36.106389,738,0,0,0,0,1
"1223",4.6,0.062,34,-121.3621,36.843425,120,0,0,0,1,0
"1224",9.7,0.028,13.5,-81.310556,28.746111,14,0,0,0,0,1
"1225",17.7,0.047,30,-77.40027,37.55652,54,0,0,0,0,1
"1226",5.7,0.034,7,-104.778334,41.182227,1842,0,0,0,0,1
"1227",5,0.027,35,-80.256944,26.053889,7,0,0,0,0,1
"1228",7.2,0.059,5,-112.07526,33.40314,325,0,0,0,0,0
"1229",16.9,0.07,32,-107.862471,48.317507,795,1,0,0,1,0
"1230",10,0.034,20,-115.052942,36.048705,564,0,0,0,0,1
"1231",2.9,0.048,9,-117.67593,33.63003,143,0,0,0,0,1
"1232",5,0.023,8,-122.399044,37.765946,51,0,0,1,0,0
"1233",5.8,0.033,14,-121.894898,37.348497,19,0,1,0,0,0
"1234",7.15,0.022,9,-119.691218,34.427775,24,0,0,0,0,0
"1235",4,0.033,7,-115.56306,32.79222,-14,0,1,0,0,0
"1236",4.5,0.03,14,-80.038611,42.14175,192,0,1,0,0,1
"1237",4.15,0.054,15,-117.32554,34.510961,913,0,0,0,0,1
"1238",6.35,0.039,48,-117.4924,33.99636,231,0,0,0,0,1
"1239",4.5,0.039,7,-81.3625,28.596389,27,0,1,0,0,0
"1240",6.8,0.027,28,-112.06619,33.56031,386,0,0,0,0,1
"1241",5,0.028,3,-76.283333,40.046667,107,0,0,1,0,1
"1242",5.7,0.021,34,-94.635605,39.117219,273,0,0,0,0,0
"1243",3.6,0.04,16,-74.192892,40.720989,29,0,0,0,0,0
"1244",3.8,0.043,18,-101.428056,47.185833,621,1,0,0,1,0
"1245",4.6,0.042,4,-106.5852,35.1343,1591,0,0,0,0,0
"1246",5.35,0.025,9,-100.76821,46.825425,566,0,0,0,0,1
"1247",2.5,0.027,10,-118.683685,34.276316,307,0,0,0,0,1
"1248",1.8,0.054,4,-84.2905,33.6878,239,0,0,0,0,1
"1249",13.05,0.025,14.5,-111.663056,40.253611,1426,0,1,0,0,0
"1250",12,0.046,15,-117.93845,33.83062,41,0,0,0,0,1
"1251",4.05,0.042,26,-111.852199,41.842649,1353,0,0,0,1,0
"1252",3.7,0.054,10,-70.748017,43.075371,8,0,0,0,0,0
"1253",3,0.03,5,-70.748017,43.075371,8,0,0,0,0,0
"1254",1.8,0.045,3,-117.32554,34.510961,913,0,0,0,0,1
"1255",4.9,0.032,12,-77.013178,38.921847,56,0,1,0,0,0
"1256",5,0.054,7,-119.746761,39.540917,1348,0,0,0,0,1
"1257",6.1,0.034,10,-114.021499,46.842181,969,0,0,0,0,1
"1258",4.4,0.02,5,-104.778334,41.182227,1842,0,0,0,0,1
"1259",7.6,0.04,10,-109.455315,47.048537,1250,0,1,0,1,0
"1260",7.1,0.048,12,-85.65452,38.22876,163,0,0,0,0,1
"1261",7.9,0.058,28,-121.618549,39.138773,18,0,1,0,0,1
"1262",4.1,0.054,7,-117.93845,33.83062,41,0,0,0,0,1
"1263",3.2,0.028,8,-120.034203,36.953256,85,0,1,0,0,1
"1264",4.5,0.033,12,-121.49311,38.56844,8,0,0,0,0,0
"1265",3.7,0.028,3,-122.602877,45.496641,68,0,0,0,0,1
"1266",5.5,0.05,8,-117.93845,33.83062,41,0,0,0,0,1
"1267",3.75,0.037,7,-102.4018,48.64193,681,1,0,0,1,0
"1268",4.45,0.033,9,-111.975524,41.206321,1321,0,0,0,0,0
"1269",5.7,0.036,21,-117.274063,34.106678,321,0,1,0,0,1
"1270",45.5,0.02,46,-97.314847,37.702066,404,0,0,0,0,0
"1271",7.1,0.022,8,-103.63951,48.15278,584,0,0,0,0,1
"1272",2.4,0.049,9,-99.763424,38.770081,668,1,0,0,1,0
"1273",2,0.047,11,-77.013178,38.921847,56,0,1,0,0,0
"1274",11.2,0.045,30,-111.852199,41.842649,1353,0,0,0,1,0
"1275",4.9,0.045,13,-119.746761,39.540917,1348,0,0,0,0,1
"1276",2.8,0.041,13,-96.85535,46.933754,271,1,0,0,0,1
"1277",5.35,0.036,12.5,-112.036298,40.496392,1496,0,0,0,0,1
"1278",3.7,0.046,9,-96.700769,43.54792,449,0,1,0,0,0
"1279",7.1,0.04,3,-107.549444,43.081667,1800,0,0,1,1,0
"1280",11.6,0.073,49,-120.66617,35.49453,269,0,1,0,0,1
"1281",9.1,0.032,8,-111.975524,41.206321,1321,0,0,0,0,0
"1282",9,0.028,16,-84.2905,33.6878,239,0,0,0,0,1
"1283",3.5,0.057,10,-101.571583,47.940861,626,1,0,0,1,0
"1284",3.1,0.018,9,-117.32554,34.510961,913,0,0,0,0,1
"1285",6.5,0.012,9,-80.038611,42.14175,192,0,1,0,0,1
"1286",10,0.041,21,-121.618549,39.138773,18,0,1,0,0,1
"1287",4.4,0.014,14,-101.941218,43.74561,743,1,0,0,1,0
"1288",2.1,0.037,6,-112.14256,33.48378,332,0,0,0,0,1
"1289",10.2,0.042,21,-87.913504,43.060975,209,0,1,0,0,0
"1290",5.3,0.06,31,-112.14256,33.48378,332,0,0,0,0,1
"1291",3.3,0.034,6,-118.330783,37.360684,1239,1,0,0,1,0
"1292",11.8,0.056,58,-121.618549,39.138773,18,0,1,0,0,1
"1293",6.2,0.039,13,-120.680277,38.20185,310,1,0,0,1,0
"1294",1.5,0.034,2,-90.587611,41.530011,222,0,0,0,0,0
"1295",7.2,0.047,26,-118.683685,34.276316,307,0,0,0,0,1
"1296",6.8,0.072,28,-117.4924,33.99636,231,0,0,0,0,1
"1297",11.2,0.045,28,-103.2995,47.5812,602,1,0,0,1,0
"1298",4.35,0.033,10,-111.86536,33.41018,370,0,1,0,0,1
"1299",6.1,0.031,6,-112.19193,33.57453,359,0,0,0,1,0
"1300",9.5,0.032,26,-112.036298,40.496392,1496,0,0,0,0,1
"1301",1.9,0.041,1,-116.54101,33.85275,174,0,0,0,0,1
"1302",5.1,0.056,13,-119.746761,39.540917,1348,0,0,0,0,1
"1303",6.6,0.053,16,-118.22688,34.06659,93,0,0,0,0,0
"1304",7.6,0.034,25,-119.691218,34.427775,24,0,0,0,0,0
"1305",2.9,0.042,9,-80.038611,42.14175,192,0,1,0,0,1
"1306",6.2,0.038,15,-115.078742,36.141875,543,0,0,0,0,0
"1307",6.8,0.027,14.5,-81.0525,29.206667,15,0,1,0,0,1
"1308",6.9,0.031,36,-121.368014,38.613779,23,0,0,0,0,1
"1309",23,0.057,27,-81.310556,28.746111,14,0,0,0,0,1
"1310",11.6,0.056,41,-112.06619,33.56031,386,0,0,0,0,1
"1311",4.1,0.049,4.5,-120.994212,37.642165,29,0,1,0,0,0
"1312",5.3,0.049,6,-76.283333,40.046667,107,0,0,1,0,1
"1313",4.4,0.068,11,-121.618549,39.138773,18,0,1,0,0,1
"1314",7.8,0.032,24,-121.368014,38.613779,23,0,0,0,0,1
"1315",9,0.043,7,-81.0525,29.206667,15,0,1,0,0,1
"1316",3.2,0.03,18,-78.574167,35.856111,103,0,0,0,0,1
"1317",4.55,0.037,13,-80.256944,26.053889,7,0,0,0,0,1
"1318",8.2,0.055,16,-107.549444,43.081667,1800,0,0,1,1,0
"1319",17.4,0.024,47,-120.034203,36.953256,85,0,1,0,0,1
"1320",5.65,0.034,15,-117.49201,34.10002,371,0,0,1,0,1
"1321",-0.4,0.035,15,-101.766944,47.298611,601,1,0,0,1,0
"1322",4.9,0.06,14,-111.872222,40.736389,1304,0,0,0,0,1
"1323",8.8,0.048,14,-105.00518,39.77949,1602,0,0,0,0,0
"1324",3.7,0.047,44,-81.678449,41.492117,181,0,1,0,0,0
"1325",8.5,0.025,6,-78.370833,40.535278,372,0,0,1,0,1
"1326",17.3,0.012,15,-122.602877,45.496641,68,0,0,0,0,1
"1327",9.1,0.041,28,-71.0826,42.3295,20,0,1,0,0,0
"1328",3.8,0.042,11,-80.785683,35.2401,234,0,0,0,0,0
"1329",7.4,0.047,10,-121.126371,36.209286,104,0,0,0,0,0
"1330",18.8,0.067,51,-103.63951,48.15278,584,0,0,0,0,1
"1331",13.3,0.022,17,-87.799227,42.139996,200,0,0,0,0,1
"1332",9.8,0.04,14,-97.475083,35.614131,355,0,0,0,0,1
"1333",9.4,0.038,21,-90.198348,38.656429,155,0,0,0,0,0
"1334",1.7,0.0185,8,-80.226438,36.110693,279,0,0,0,0,0
"1335",17.65,0.055,43.5,-81.3625,28.596389,27,0,1,0,0,0
"1336",9.3,0.039,55,-101.941218,43.74561,743,1,0,0,1,0
"1337",7.23333333333333,0.039,26,-86.815,33.553056,180,0,1,0,0,0
"1338",2.6,0.048,5,-78.574167,35.856111,103,0,0,0,0,1
"1339",2.9,0.041,6,-111.663056,40.253611,1426,0,1,0,0,0
"1340",8.6,0.046,16,-84.50404,39.12886,249,0,1,0,0,0
"1341",9.6,0.045,36,-86.114444,39.810833,233,0,0,0,0,1
"1342",5.3,0.033,7,-118.130511,34.669739,742,0,1,0,0,0
"1343",3.4,0.031,9,-115.078742,36.141875,543,0,0,0,0,0
"1344",7.6,0.047,10,-102.4018,48.64193,681,1,0,0,1,0
"1345",11.55,0.052,24,-100.76821,46.825425,566,0,0,0,0,1
"1346",6.3,0.038,16,-85.89804,38.06091,135,0,0,0,0,1
"1347",0.5,0.04,2,-121.84047,39.76168,66,0,1,0,0,1
"1348",4.2,0.051,12,-119.77321,36.78538,100,0,1,0,0,0
"1349",4.2,0.059,18,-120.680277,38.20185,310,1,0,0,1,0
"1350",4,0.034,13,-101.941218,43.74561,743,1,0,0,1,0
"1351",1.4,0.038,2,-119.716433,36.819449,112,0,0,0,0,0
"1352",6.05,0.034,37,-107.862471,48.317507,795,1,0,0,1,0
"1353",6.2,0.071,22,-119.716433,36.819449,112,0,0,0,0,0
"1354",8.5,0.049,40,-121.618549,39.138773,18,0,1,0,0,1
"1355",2.8,0.024,12,-81.678449,41.492117,181,0,1,0,0,0
"1356",7.7,0.03,8,-80.226438,36.110693,279,0,0,0,0,0
"1357",10.1,0.036,26,-121.268523,37.950741,8,0,0,0,0,0
"1358",4.46666666666667,0.041,9,-93.643118,41.603159,280,0,1,0,0,0
"1359",2.9,0.041,3,-84.50404,39.12886,249,0,1,0,0,0
"1360",2,0.042,8,-119.807717,39.525083,1380,0,0,0,0,0
"1361",8.2,0.024,28,-111.93471,33.41123,357,0,0,0,0,0
"1362",5.7,0.035,41,-91.179219,30.461981,19,0,1,0,0,0
"1363",18,0.036,30,-81.3625,28.596389,27,0,1,0,0,0
"1364",7.85,0.06,22,-120.435611,34.942872,70,0,1,0,0,0
"1365",3.2,0.035,11,-112.14256,33.48378,332,0,0,0,0,1
"1366",8.2,0.046,40,-91.179219,30.461981,19,0,1,0,0,0
"1367",6.5,0.078,25,-91.179219,30.461981,19,0,1,0,0,0
"1368",4.4,0.043,12,-112.07526,33.40314,325,0,0,0,0,0
"1369",10.7,0.064,45.5,-118.130511,34.669739,742,0,1,0,0,0
"1370",4.9,0.032,14,-117.93845,33.83062,41,0,0,0,0,1
"1371",4.7,0.045,13,-112.095767,33.503833,343,0,0,0,0,0
"1372",1.4,0.034,2,-105.00518,39.77949,1602,0,0,0,0,0
"1373",3.2,0.035,5,-103.63951,48.15278,584,0,0,0,0,1
"1374",1.5,0.035,2,-112.19193,33.57453,359,0,0,0,1,0
"1375",7.16666666666667,0.039,23,-90.587611,41.530011,222,0,0,0,0,0
"1376",4.3,0.048,16,-115.078742,36.141875,543,0,0,0,0,0
"1377",4.35,0.053,9,-121.618549,39.138773,18,0,1,0,0,1
"1378",6.4,0.056,18,-120.4575,34.63782,34,0,1,0,0,0
"1379",0.2,0.052,4,-91.179219,30.461981,19,0,1,0,0,0
"1380",9.9,0.032,15,-83.2082,42.22862,179,0,1,0,0,1
"1381",3.1,0.032,5,-103.2995,47.5812,602,1,0,0,1,0
"1382",7.45,0.044,12,-120.66617,35.49453,269,0,1,0,0,1
"1383",0.1,0.035,13,-121.3621,36.843425,120,0,0,0,1,0
"1384",6.4,0.048,13,-119.807717,39.525083,1380,0,0,0,0,0
"1385",8.4,0.0455,21,-121.3621,36.843425,120,0,0,0,1,0
"1386",3.3,0.029,6,-102.4018,48.64193,681,1,0,0,1,0
"1387",5.7,0.049,23,-72.902871,41.3014,2,0,1,0,0,0
"1388",12.5,0.091,25,-93.643118,41.603159,280,0,1,0,0,0
"1389",3.2,0.049,12,-84.2905,33.6878,239,0,0,0,0,1
"1390",2.7,0.056,23,-96.807299,44.348604,499,1,0,0,1,0
"1391",3.7,0.051,7,-119.716433,36.819449,112,0,0,0,0,0
"1392",5.2,0.037,14,-106.584434,31.796218,1156,0,0,0,0,1
"1393",8.8,0.03,12,-86.114444,39.810833,233,0,0,0,0,1
"1394",9.95,0.022,10,-89.850249,35.151699,90,0,0,0,0,1
"1395",6.2,0.06,24,-121.126371,36.209286,104,0,0,0,0,0
"1396",4,0.032,5,-121.126371,36.209286,104,0,0,0,0,0
"1397",26.1,0.048,173,-122.602877,45.496641,68,0,0,0,0,1
"1398",14.7,0.085,36,-117.41601,33.99958,255,0,0,0,0,1
"1399",17.8,0.03,27,-122.602877,45.496641,68,0,0,0,0,1
"1400",10.5,0.027,34,-80.628611,28.053611,9,0,0,0,0,0
"1401",-0.9,0.021,-1,-120.4575,34.63782,34,0,1,0,0,0
"1402",0.5,0.043,2,-81.972222,28.028889,62,0,0,0,0,1
"1403",7.5,0.039,7,-109.455315,47.048537,1250,0,1,0,1,0
"1404",2.36666666666667,0.052,6,-81.972222,28.028889,62,0,0,0,0,1
"1405",7.2,0.034,12,-119.746761,39.540917,1348,0,0,0,0,1
"1406",3,0.048,10,-71.0826,42.3295,20,0,1,0,0,0
"1407",8.65,0.03,14.6666666666667,-87.577222,38.013333,120,0,1,0,0,1
"1408",9.8,0.048,28,-96.807299,44.348604,499,1,0,0,1,0
"1409",6.7,0.036,22,-96.807299,44.348604,499,1,0,0,1,0
"1410",6.7,0.056,10,-120.66617,35.49453,269,0,1,0,0,1
"1411",9.1,0.051,30,-111.884467,40.902967,1311,0,0,0,0,1
"1412",9,0.029,12,-102.4018,48.64193,681,1,0,0,1,0
"1413",5.6,0.026,17,-112.036298,40.496392,1496,0,0,0,0,1
"1414",9.8,0.0505,17,-116.54101,33.85275,174,0,0,0,0,1
"1415",1.45,0.031,1,-118.130511,34.669739,742,0,1,0,0,0
"1416",3.4,0.051,8,-112.036298,40.496392,1496,0,0,0,0,1
"1417",9.1,0.036,25,-114.61444,32.690278,60,0,1,0,0,0
"1418",4.8,0.049,17,-82.739875,27.785866,11,0,0,0,0,1
"1419",2.8,0.0435,7,-119.291228,36.332179,110,0,1,0,0,0
"1420",6.5,0.033,24,-96.707208,42.751518,352,1,0,0,1,0
"1421",10.9,0.036,12,-75.080833,39.991389,4,0,0,0,0,0
"1422",3.1,0.023,7,-101.766944,47.298611,601,1,0,0,1,0
"1423",12.3,0.06,19,-112.19193,33.57453,359,0,0,0,1,0
"1424",5,0.024,9,-107.549444,43.081667,1800,0,0,1,1,0
"1425",2.5,0.047,23,-120.435611,34.942872,70,0,1,0,0,0
"1426",7.3,0.047,6,-80.61558,40.36644,220,0,0,0,0,0
"1427",10.5,0.028,32,-120.435611,34.942872,70,0,1,0,0,0
"1428",5.3,0.055,24,-111.86536,33.41018,370,0,1,0,0,1
"1429",6,0.043,11,-117.149653,32.701492,15,0,1,0,0,0
"1430",9.3,0.068,26,-107.549444,43.081667,1800,0,0,1,1,0
"1431",30.3,0.008,54,-81.310556,28.746111,14,0,0,0,0,1
"1432",4.3,0.033,13,-75.080833,39.991389,4,0,0,0,0,0
"1433",12.6,0.031,15,-81.0525,29.206667,15,0,1,0,0,1
"1434",2.8,0.037,5,-119.716433,36.819449,112,0,0,0,0,0
"1435",8,0.053,20,-117.41601,33.99958,255,0,0,0,0,1
"1436",2.2,0.024,4,-121.126371,36.209286,104,0,0,0,0,0
"1437",7.5,0.048,16,-78.370833,40.535278,372,0,0,1,0,1
"1438",3.8,0.035,13,-111.93471,33.41123,357,0,0,0,0,0
"1439",1.55,0.043,5,-101.941218,43.74561,743,1,0,0,1,0
"1440",6,0.045,34,-111.852199,41.842649,1353,0,0,0,1,0
"1441",16.5,0.073,96,-101.941218,43.74561,743,1,0,0,1,0
"1442",13.8,0.079,57,-120.034203,36.953256,85,0,1,0,0,1
"1443",12.4,0.071,43,-94.635605,39.117219,273,0,0,0,0,0
"1444",7.1,0.043,28,-97.314847,37.702066,404,0,0,0,0,0
"1445",4.2,0.045,16,-100.76821,46.825425,566,0,0,0,0,1
"1446",12.6,0.063,54,-113.305096,37.179125,1008,0,0,0,1,0
"1447",2.6,0.055,19,-107.549444,43.081667,1800,0,0,1,1,0
"1448",6.45,0.051,24,-72.631667,41.784722,18,0,0,0,0,1
"1449",4.4,0.038,2,-107.862471,48.317507,795,1,0,0,1,0
"1450",4.05,0.031,7,-121.99887,39.18919,16,0,1,0,1,0
"1451",9,0.042,33,-72.631667,41.784722,18,0,0,0,0,1
"1452",5.9,0.041,18,-95.711275,39.024265,283,0,0,0,0,0
"1453",4.7,0.05,36,-112.111275,40.712146,1307,0,0,0,0,1
"1454",2.7,0.033,11,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1455",0.9,0.046,1,-87.913504,43.060975,209,0,1,0,0,0
"1456",5.4,0.015,14,-88.21507,43.020075,253,0,0,0,0,0
"1457",7.2,0.049,28,-117.4924,33.99636,231,0,0,0,0,1
"1458",7.5,0.058,27,-96.807299,44.348604,499,1,0,0,1,0
"1459",4.6,0.043,9,-117.93845,33.83062,41,0,0,0,0,1
"1460",5.5,0.031,6,-80.316442,40.747796,211,0,0,0,0,0
"1461",9.5,0.033,36,-119.643447,36.31567,76,0,0,0,0,1
"1462",7.8,0.036,15,-102.4018,48.64193,681,1,0,0,1,0
"1463",9,0.048,30,-120.6693,35.25651,42,0,1,0,0,0
"1464",10.1,0.062,20.5,-81.310556,28.746111,14,0,0,0,0,1
"1465",4.25,0.029,8,-118.683685,34.276316,307,0,0,0,0,1
"1466",8.7,0.014,11,-81.678449,41.492117,181,0,1,0,0,0
"1467",7.3,0.052,34,-70.748017,43.075371,8,0,0,0,0,0
"1468",6.8,0.026,14,-97.475083,35.614131,355,0,0,0,0,1
"1469",3.6,0.045,12,-115.078742,36.141875,543,0,0,0,0,0
"1470",3.1,0.038,6,-90.198348,38.656429,155,0,0,0,0,0
"1471",5.5,0.045,39,-99.763424,38.770081,668,1,0,0,1,0
"1472",4.8,0.032,13,-121.368014,38.613779,23,0,0,0,0,1
"1473",6.8,0.044,20,-104.987625,39.751184,1593,0,1,0,0,0
"1474",4.2,0.039,20,-72.902871,41.3014,2,0,1,0,0,0
"1475",9.2,0.048,26,-95.47594,37.67696,304,0,0,0,0,1
"1476",8.2,0.034,9,-80.316442,40.747796,211,0,0,0,0,0
"1477",4.6,0.024,8,-96.707208,42.751518,352,1,0,0,1,0
"1478",8.2,0.022,21.5,-75.080833,39.991389,4,0,0,0,0,0
"1479",4.375,0.056,12,-120.66617,35.49453,269,0,1,0,0,1
"1480",5.2,0.036,10,-119.807717,39.525083,1380,0,0,0,0,0
"1481",3.6,0.036,9,-80.316442,40.747796,211,0,0,0,0,0
"1482",6.3,0.064,24,-96.707208,42.751518,352,1,0,0,1,0
"1483",14.6,0.02,9,-102.4018,48.64193,681,1,0,0,1,0
"1484",26,0.007,21,-106.65739,35.01708,1508,0,1,0,1,0
"1485",9.55,0.028,15,-96.700769,43.54792,449,0,1,0,0,0
"1486",5.9,0.036,22.5,-81.310556,28.746111,14,0,0,0,0,1
"1487",7.8,0.046,10,-117.92391,34.1365,172,0,0,0,0,1
"1488",16.3,0.062,26.5,-117.93845,33.83062,41,0,0,0,0,1
"1489",1.3,0.034,9,-79.802314,36.109006,246,0,0,0,0,0
"1490",1.3,0.027,1,-111.86536,33.41018,370,0,1,0,0,1
"1491",10.3,0.07,45,-111.86536,33.41018,370,0,1,0,0,1
"1492",2.15,0.033,5,-109.455315,47.048537,1250,0,1,0,1,0
"1493",24.15,0.033,21,-119.291228,36.332179,110,0,1,0,0,0
"1494",4.8,0.041,7,-77.013178,38.921847,56,0,1,0,0,0
"1495",23.5,0.02,36,-112.06619,33.56031,386,0,0,0,0,1
"1496",5.7,0.035,7,-101.428056,47.185833,621,1,0,0,1,0
"1497",11.2,0.054,17,-111.852199,41.842649,1353,0,0,0,1,0
"1498",5.3,0.049,7,-117.274063,34.106678,321,0,1,0,0,1
"1499",10.5,0.036,17,-117.4924,33.99636,231,0,0,0,0,1
"1500",-0.2,0.036,0,-111.663056,40.253611,1426,0,1,0,0,0
"1501",2.9,0.034,8,-119.77321,36.78538,100,0,1,0,0,0
"1502",5.1,0.0375,14,-80.226438,36.110693,279,0,0,0,0,0
"1503",5.1,0.034,11,-99.763424,38.770081,668,1,0,0,1,0
"1504",3.95,0.04,35,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
