"","max_PM2.5","max_O3","max_PM10","Longitude","Latitude","Elevation","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_INDUSTRIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN"
"371",7.1,0.046,34,-118.683685,34.276316,307,0,0,0,0,1
"372",2.5,0.036,13,-112.14256,33.48378,332,0,0,0,0,1
"373",5.2,0.036,2,-117.4924,33.99636,231,0,0,0,0,1
"374",3.6,0.012,12,-75.4325,40.611944,117,0,1,0,0,1
"375",23.8,0.034,81,-100.76821,46.825425,566,0,0,0,0,1
"376",3.6,0.039,23,-120.435611,34.942872,70,0,1,0,0,0
"377",4.8,0.045,10,-78.370833,40.535278,372,0,0,1,0,1
"378",9.3,0.053,17,-120.66617,35.49453,269,0,1,0,0,1
"379",7.9,0.022,37,-76.283333,40.046667,107,0,0,1,0,1
"380",6.65,0.046,20,-115.052942,36.048705,564,0,0,0,0,1
"381",1.75,0.034,3,-101.766944,47.298611,601,1,0,0,1,0
"382",4.8,0.052,13,-119.8284,34.44551,18,0,0,0,0,1
"383",6.4,0.043,10,-106.584434,31.796218,1156,0,0,0,0,1
"384",4.2,0.041,17,-112.07526,33.40314,325,0,0,0,0,0
"385",17.9,0.037,36,-120.680277,38.20185,310,1,0,0,1,0
"386",8.4,0.045,12,-91.179219,30.461981,19,0,1,0,0,0
"387",3.6,0.032,24,-112.14256,33.48378,332,0,0,0,0,1
"388",3.3,0.024,13,-88.21507,43.020075,253,0,0,0,0,0
"389",2.6,0.038,4,-111.872222,40.736389,1304,0,0,0,0,1
"390",11.1,0.059,34,-120.680277,38.20185,310,1,0,0,1,0
"391",4.8,0.022,21,-119.291228,36.332179,110,0,1,0,0,0
"392",9,0.038,22,-105.00518,39.77949,1602,0,0,0,0,0
"393",9.9,0.027,17,-112.06619,33.56031,386,0,0,0,0,1
"394",14.3,0.061,33,-111.975524,41.206321,1321,0,0,0,0,0
"395",6,0.057,23,-76.878333,39.055277,50,0,0,0,0,1
"396",8.7,0.038,19,-95.47594,37.67696,304,0,0,0,0,1
"397",6.5,0.046,13,-117.41601,33.99958,255,0,0,0,0,1
"398",8.7,0.042,13,-117.274063,34.106678,321,0,1,0,0,1
"399",12.7,0.071,60,-120.6693,35.25651,42,0,1,0,0,0
"400",9.55,0.036,16.5,-121.618549,39.138773,18,0,1,0,0,1
"401",6.5,0.042,19,-111.663056,40.253611,1426,0,1,0,0,0
"402",3.15,0.036,9,-122.38092,40.55013,150,0,1,0,0,1
"403",7,0.036,7,-105.00518,39.77949,1602,0,0,0,0,0
"404",13.9,0.035,44,-72.902871,41.3014,2,0,1,0,0,0
"405",4.1,0.044,3,-121.368014,38.613779,23,0,0,0,0,1
"406",15.4,0.044,44,-120.66617,35.49453,269,0,1,0,0,1
"407",5.2,0.037,21,-90.198348,38.656429,155,0,0,0,0,0
"408",16.7,0.026,16,-120.6693,35.25651,42,0,1,0,0,0
"409",14.3,0.045,26,-93.643118,41.603159,280,0,1,0,0,0
"410",5.3,0.041,14,-85.852734,42.894451,205,0,0,0,0,1
"411",6.4,0.035,10,-104.676944,47.8679,693,1,0,0,1,0
"412",16.5,0.051,22,-85.65452,38.22876,163,0,0,0,0,1
"413",13.4,0.038,24,-118.22688,34.06659,93,0,0,0,0,0
"414",7.1,0.049,16,-96.700769,43.54792,449,0,1,0,0,0
"415",0.8,0.023,4,-101.428056,47.185833,621,1,0,0,1,0
"416",13.3,0.009,17,-120.034203,36.953256,85,0,1,0,0,1
"417",11.2,0.054,22,-91.179219,30.461981,19,0,1,0,0,0
"418",6.5,0.054,20,-84.2905,33.6878,239,0,0,0,0,1
"419",4.3,0.026,9,-120.680277,38.20185,310,1,0,0,1,0
"420",4.25,0.043,7.5,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"421",5.6,0.055,26,-119.8284,34.44551,18,0,0,0,0,1
"422",2.5,0.039,4,-112.06619,33.56031,386,0,0,0,0,1
"423",2.1,0.038,10,-120.6693,35.25651,42,0,1,0,0,0
"424",3.4,0.045,9,-117.059075,32.631231,58,0,0,0,0,1
"425",2.4,0.033,8,-103.63951,48.15278,584,0,0,0,0,1
"426",4.1,0.063,14,-119.143182,34.25239,39,0,0,0,1,0
"427",1.5,0.046,8,-112.111275,40.712146,1307,0,0,0,0,1
"428",8.3,0.025,17,-111.713611,40.341389,1426,0,0,0,0,1
"429",3.2,0.039,10,-82.0224,33.4339,49,0,0,0,0,1
"430",11.6,0.06,27,-105.586,41.30283,2195,0,0,0,0,1
"431",2.4,0.029,3,-109.455315,47.048537,1250,0,1,0,1,0
"432",8,0.037,12.3333333333333,-107.119184,41.783389,2016,0,0,0,0,1
"433",4.8,0.038,8,-82.739875,27.785866,11,0,0,0,0,1
"434",2.8,0.022,12,-120.6693,35.25651,42,0,1,0,0,0
"435",6.4,0.034,4,-101.428056,47.185833,621,1,0,0,1,0
"436",13,0.042,78,-99.763424,38.770081,668,1,0,0,1,0
"437",9.5,0.065,17,-79.802314,36.109006,246,0,0,0,0,0
"438",6.3,0.038,16,-118.130511,34.669739,742,0,1,0,0,0
"439",6,0.065,26,-115.56306,32.79222,-14,0,1,0,0,0
"440",4.6,0.034,10,-120.66617,35.49453,269,0,1,0,0,1
"441",56.3333333333333,0.027,78.5,-101.941218,43.74561,743,1,0,0,1,0
"442",7.6,0.056,27,-107.862471,48.317507,795,1,0,0,1,0
"443",5.5,0.042,22,-122.399044,37.765946,51,0,0,1,0,0
"444",9.5,0.017,20,-96.807299,44.348604,499,1,0,0,1,0
"445",3.8,0.015,15,-121.618549,39.138773,18,0,1,0,0,1
"446",11.4,0.039,48,-112.19193,33.57453,359,0,0,0,1,0
"447",5.83333333333333,0.044,23,-115.122953,36.191251,571,0,1,0,0,0
"448",5,0.041,37,-121.618549,39.138773,18,0,1,0,0,1
"449",3.5,0.027,18,-81.3625,28.596389,27,0,1,0,0,0
"450",10.1,0.051,35,-72.902871,41.3014,2,0,1,0,0,0
"451",2.9,0.019,6,-111.975524,41.206321,1321,0,0,0,0,0
"452",4.8,0.053,6,-106.50815,35.1852,1791,0,0,0,0,1
"453",8.65,0.07,38,-112.19193,33.57453,359,0,0,0,1,0
"454",5.2,0.053,16,-117.93845,33.83062,41,0,0,0,0,1
"455",8,0.052,68,-80.038611,42.14175,192,0,1,0,0,1
"456",3.2,0.043,6,-120.994212,37.642165,29,0,1,0,0,0
"457",0.3,0.039,4,-119.807717,39.525083,1380,0,0,0,0,0
"458",9.7,0.04,18,-76.878333,39.055277,50,0,0,0,0,1
"459",9.05,0.062,38,-111.86536,33.41018,370,0,1,0,0,1
"460",5,0.035,12,-119.807717,39.525083,1380,0,0,0,0,0
"461",13.25,0.062,26,-95.128508,29.670025,10,0,0,0,0,0
"462",7.96666666666667,0.042,17,-75.080833,39.991389,4,0,0,0,0,0
"463",1.7,0.047,10,-107.862471,48.317507,795,1,0,0,1,0
"464",8.4,0.044,17,-111.93471,33.41123,357,0,0,0,0,0
"465",4.7,0.04,6,-88.21507,43.020075,253,0,0,0,0,0
"466",0.2,0.033,9,-107.549444,43.081667,1800,0,0,1,1,0
"467",10.6,0.038,18,-86.114444,39.810833,233,0,0,0,0,1
"468",18.2,0.037,28,-117.32554,34.510961,913,0,0,0,0,1
"469",4.3,0.033,7,-111.86536,33.41018,370,0,1,0,0,1
"470",9.5,0.042,17,-95.47594,37.67696,304,0,0,0,0,1
"471",2.6,0.058,17,-112.06619,33.56031,386,0,0,0,0,1
"472",3.4,0.041,2,-120.994212,37.642165,29,0,1,0,0,0
"473",6,0.045,35,-93.207615,45.13768,277,0,1,0,0,1
"474",9.6,0.045,30,-72.902871,41.3014,2,0,1,0,0,0
"475",6.7,0.031,23,-80.038611,42.14175,192,0,1,0,0,1
"476",13.8,0.011,18,-112.07526,33.40314,325,0,0,0,0,0
"477",5.3,0.049,27,-106.5852,35.1343,1591,0,0,0,0,0
"478",14.8,0.08,113,-119.716433,36.819449,112,0,0,0,0,0
"479",6.7,0.059,12,-75.4325,40.611944,117,0,1,0,0,1
"480",30.5,0.013,38,-105.00518,39.77949,1602,0,0,0,0,0
"481",11.7,0.049,16,-120.680277,38.20185,310,1,0,0,1,0
"482",7.75,0.033,26,-111.975524,41.206321,1321,0,0,0,0,0
"483",3.1,0.039,13,-97.475083,35.614131,355,0,0,0,0,1
"484",4.4,0.033,3,-106.65739,35.01708,1508,0,1,0,1,0
"485",3,0.037,8,-101.428056,47.185833,621,1,0,0,1,0
"486",21.6,0.021,13,-111.93471,33.41123,357,0,0,0,0,0
"487",4.1,0.064,27,-90.395904,38.448672,161,0,0,0,0,1
"488",5.75,0.031,14,-111.855443,33.488131,377,0,0,0,1,0
"489",6.2,0.049,23,-105.00518,39.77949,1602,0,0,0,0,0
"490",4.7,0.027,22,-115.253333,36.106389,738,0,0,0,0,1
"491",10,0.052,16,-119.807717,39.525083,1380,0,0,0,0,0
"492",5.5,0.042,12,-78.904037,36.032955,124,0,1,0,0,1
"493",4.4,0.064,20,-90.198348,38.656429,155,0,0,0,0,0
"494",4,0.034,13,-118.330783,37.360684,1239,1,0,0,1,0
"495",4,0.047,14,-90.587611,41.530011,222,0,0,0,0,0
"496",6.3,0.041,6,-81.3625,28.596389,27,0,1,0,0,0
"497",5.8,0.055,13,-124.17949,40.77678,22,0,0,0,0,1
"498",3.4,0.033,8,-114.61444,32.690278,60,0,1,0,0,0
"499",4.3,0.021,14,-117.93845,33.83062,41,0,0,0,0,1
"500",14.1,0.058,52,-93.299894,37.256137,385,0,0,0,0,1
"501",5.9,0.041,22,-93.643118,41.603159,280,0,1,0,0,0
"502",13.6,0.04,16,-76.878333,39.055277,50,0,0,0,0,1
"503",21.05,0.049,86,-115.253333,36.106389,738,0,0,0,0,1
"504",7.2,0.028,1,-87.799227,42.139996,200,0,0,0,0,1
"505",4.6,0.0395,10,-121.3621,36.843425,120,0,0,0,1,0
"506",2.5,0.043,5,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"507",15.3,0.019,19,-120.680277,38.20185,310,1,0,0,1,0
"508",13.5,0.064,34,-96.700769,43.54792,449,0,1,0,0,0
"509",5.7,0.054,29,-101.428056,47.185833,621,1,0,0,1,0
"510",4.7,0.036,9,-85.671339,42.984173,216,0,0,1,0,0
"511",13.4,0.054,19,-78.370833,40.535278,372,0,0,1,0,1
"512",7.9,0.04,12,-112.095767,33.503833,343,0,0,0,0,0
"513",5,0.047,15,-120.6693,35.25651,42,0,1,0,0,0
"514",3.5,0.0265,9,-122.25556,40.17093,100,0,0,0,0,1
"515",4,0.049,12,-112.14256,33.48378,332,0,0,0,0,1
"516",8.5,0.055,16,-95.976537,36.204902,201,0,0,0,0,0
"517",6.9,0.043,11.5,-103.63951,48.15278,584,0,0,0,0,1
"518",9.9,0.026,30,-120.435611,34.942872,70,0,1,0,0,0
"519",4.7,0.037,6,-81.0525,29.206667,15,0,1,0,0,1
"520",4.9,0.029,16,-111.86536,33.41018,370,0,1,0,0,1
"521",4.1,0.059,16,-112.06619,33.56031,386,0,0,0,0,1
"522",8.3,0.027,15,-111.93471,33.41123,357,0,0,0,0,0
"523",3.7,0.048,20,-120.994212,37.642165,29,0,1,0,0,0
"524",5.5,0.058,54,-68.2609,44.37705,131,1,0,0,1,0
"525",10.5,0.05,18,-111.713611,40.341389,1426,0,0,0,0,1
"526",3.3,0.037,12,-72.902871,41.3014,2,0,1,0,0,0
"527",5.8,0.067,25,-78.904037,36.032955,124,0,1,0,0,1
"528",4.7,0.03,12,-78.904037,36.032955,124,0,1,0,0,1
"529",3.8,0.0255,5,-84.50404,39.12886,249,0,1,0,0,0
"530",4.65,0.028,12,-119.643447,36.31567,76,0,0,0,0,1
"531",4.2,0.035,16,-102.5273,47.3132,664,1,0,0,1,0
"532",8,0.029,14,-114.021499,46.842181,969,0,0,0,0,1
"533",8.7,0.031,21.5,-88.57251,37.05822,107,0,1,0,0,1
"534",9.95,0.049,27,-103.2995,47.5812,602,1,0,0,1,0
"535",2.2,0.037,13,-114.61444,32.690278,60,0,1,0,0,0
"536",7.6,0.037,16,-77.013178,38.921847,56,0,1,0,0,0
"537",6.05,0.034,13,-87.913504,43.060975,209,0,1,0,0,0
"538",7.2,0.051,23,-119.143182,34.25239,39,0,0,0,1,0
"539",12.7,0.068,27,-72.902871,41.3014,2,0,1,0,0,0
"540",4.3,0.05,9,-88.621111,43.466111,267,1,0,0,1,0
"541",5.4,0.036,11,-106.27767,42.8463,1581,0,0,0,0,1
"542",0.866666666666667,0.038,5,-119.143182,34.25239,39,0,0,0,1,0
"543",2.5,0.031,1,-121.84047,39.76168,66,0,1,0,0,1
"544",2.4,0.03,11,-78.915,40.309722,357,0,1,0,0,0
"545",4.5,0.038,10,-119.691218,34.427775,24,0,0,0,0,0
"546",4.5,0.034,7,-120.435611,34.942872,70,0,1,0,0,0
"547",1.8,0.022,2,-104.676944,47.8679,693,1,0,0,1,0
"548",9.4,0.036,22,-90.182722,32.329111,118,0,1,0,0,0
"549",7.6,0.05,27,-81.3625,28.596389,27,0,1,0,0,0
"550",8.8,0.06,23,-72.902871,41.3014,2,0,1,0,0,0
"551",3.9,0.033,10,-117.92391,34.1365,172,0,0,0,0,1
"552",7.7,0.036,10.5,-82.739875,27.785866,11,0,0,0,0,1
"553",4.3,0.037,8,-121.126371,36.209286,104,0,0,0,0,0
"554",9.6,0.047,29,-101.766944,47.298611,601,1,0,0,1,0
"555",6.86666666666667,0.034,12,-86.114444,39.810833,233,0,0,0,0,1
"556",8.3,0.042,19,-90.198348,38.656429,155,0,0,0,0,0
"557",10.7,0.036,35,-80.628611,28.053611,9,0,0,0,0,0
"558",3.9,0.045,6.5,-121.84047,39.76168,66,0,1,0,0,1
"559",8.6,0.048,17,-102.4018,48.64193,681,1,0,0,1,0
"560",10.6,0.061,77,-96.707208,42.751518,352,1,0,0,1,0
"561",2,0.036,13,-95.973142,41.247486,374,0,0,0,0,1
"562",5.2,0.046,9,-84.50404,39.12886,249,0,1,0,0,0
"563",9.6,0.065,25,-114.61444,32.690278,60,0,1,0,0,0
"564",5.2,0.032,10,-106.584434,31.796218,1156,0,0,0,0,1
"565",5.85,0.026,18,-120.836008,37.488317,31,0,0,0,0,1
"566",9,0.059,16,-114.021499,46.842181,969,0,0,0,0,1
"567",2.5,0.033,5,-87.799227,42.139996,200,0,0,0,0,1
"568",5.1,0.055,32,-97.475083,35.614131,355,0,0,0,0,1
"569",5,0.044,11,-80.256944,26.053889,7,0,0,0,0,1
"570",4.43333333333333,0.027,8,-76.283333,40.046667,107,0,0,1,0,1
"571",7.8,0.061,16,-80.592318,40.427372,242,0,0,0,0,1
"572",14.1,0.033,15,-118.683685,34.276316,307,0,0,0,0,1
"573",1.1,0.032,7,-111.713611,40.341389,1426,0,0,0,0,1
"574",6.3,0.02,6,-115.052942,36.048705,564,0,0,0,0,1
"575",5.9,0.052,17,-94.693518,43.123704,375,0,0,0,0,1
"576",7.5,0.028,12,-112.07526,33.40314,325,0,0,0,0,0
"577",8.1,0.043,7,-119.143182,34.25239,39,0,0,0,1,0
"578",6.2,0.045,13.5,-96.700769,43.54792,449,0,1,0,0,0
"579",8.7,0.037,13,-104.778334,41.182227,1842,0,0,0,0,1
"580",4.5,0.028,7,-86.586362,34.687761,212,0,1,0,0,0
"581",42.7,0.03,58,-90.198348,38.656429,155,0,0,0,0,0
"582",6.4,0.043,22,-84.2905,33.6878,239,0,0,0,0,1
"583",10.2,0.0235,24,-96.707208,42.751518,352,1,0,0,1,0
"584",4.2,0.049,9,-122.38092,40.55013,150,0,1,0,0,1
"585",18.5,0.063,27,-99.763424,38.770081,668,1,0,0,1,0
"586",14.1,0.025,22,-91.68766,41.97677,226,0,0,0,0,0
"587",6.6,0.023,10,-81.3625,28.596389,27,0,1,0,0,0
"588",-0.5,0.039,13,-115.052942,36.048705,564,0,0,0,0,1
"589",10.2,0.058,46,-118.22688,34.06659,93,0,0,0,0,0
"590",6.3,0.038,11,-88.21507,43.020075,253,0,0,0,0,0
"591",17.6,0.041,27,-119.807717,39.525083,1380,0,0,0,0,0
"592",6.9,0.027,18,-111.852199,41.842649,1353,0,0,0,1,0
"593",7.55,0.047,8,-97.314847,37.702066,404,0,0,0,0,0
"594",14.15,0.058,26,-96.707208,42.751518,352,1,0,0,1,0
"595",2.6,0.037,4,-118.330783,37.360684,1239,1,0,0,1,0
"596",7,0.028,15,-86.549167,33.545278,192,0,0,0,0,1
"597",4.9,0.047,7,-103.63951,48.15278,584,0,0,0,0,1
"598",11.4,0.069,74,-121.3621,36.843425,120,0,0,0,1,0
"599",1.8,0.046,3,-95.044951,40.969112,384,1,0,0,1,0
"600",6.1,0.046,20,-106.584434,31.796218,1156,0,0,0,0,1
"601",5.2,0.035,7,-117.32554,34.510961,913,0,0,0,0,1
"602",4.8,0.04,10,-117.059075,32.631231,58,0,0,0,0,1
"603",2.25,0.042,6,-112.095767,33.503833,343,0,0,0,0,0
"604",4,0.047,22,-95.973142,41.247486,374,0,0,0,0,1
"605",5.6,0.033,5,-121.3621,36.843425,120,0,0,0,1,0
"606",2,0.031,11,-75.4325,40.611944,117,0,1,0,0,1
"607",14.5,0.059,20,-101.941218,43.74561,743,1,0,0,1,0
"608",9.5,0.036,5,-118.330783,37.360684,1239,1,0,0,1,0
"609",12.3,0.048,13,-90.198348,38.656429,155,0,0,0,0,0
"610",4.3,0.04,6,-120.66617,35.49453,269,0,1,0,0,1
"611",3.5,0.032,13,-74.192892,40.720989,29,0,0,0,0,0
"612",7.1,0.047,12,-122.356811,37.9604,11,0,1,0,0,0
"613",7,0.046,22,-107.119184,41.783389,2016,0,0,0,0,1
"614",3.9,0.058,13,-115.052942,36.048705,564,0,0,0,0,1
"615",7.9,0.046,34,-78.915,40.309722,357,0,1,0,0,0
"616",38.3333333333333,0.02,45.5,-80.226438,36.110693,279,0,0,0,0,0
"617",9.8,0.046,15,-96.85535,46.933754,271,1,0,0,0,1
"618",4.9,0.057,12,-101.766944,47.298611,601,1,0,0,1,0
"619",7.9,0.043,15,-90.587611,41.530011,222,0,0,0,0,0
"620",3.45,0.039,10,-95.973142,41.247486,374,0,0,0,0,1
"621",8.5,0.031,20,-121.3621,36.843425,120,0,0,0,1,0
"622",7.8,0.033,16,-104.676944,47.8679,693,1,0,0,1,0
"623",6.3,0.018,17,-77.40027,37.55652,54,0,0,0,0,1
"624",6.5,0.056,11,-97.475083,35.614131,355,0,0,0,0,1
"625",8.7,0.031,8,-82.739875,27.785866,11,0,0,0,0,1
"626",4.6,0.046,17,-120.66617,35.49453,269,0,1,0,0,1
"627",1.2,0.04,13,-96.707208,42.751518,352,1,0,0,1,0
"628",10.1,0.075,34,-117.93845,33.83062,41,0,0,0,0,1
"629",11.5,0.055,37,-121.84047,39.76168,66,0,1,0,0,1
"630",8.6,0.056,23,-112.06619,33.56031,386,0,0,0,0,1
"631",-3.3,0.0265,3,-76.878333,39.055277,50,0,0,0,0,1
"632",7,0.031,20,-80.628611,28.053611,9,0,0,0,0,0
"633",12.5,0.032,33,-117.149653,32.701492,15,0,1,0,0,0
"634",8.1,0.038,0,-95.976537,36.204902,201,0,0,0,0,0
"635",3.2,0.053,11,-122.356811,37.9604,11,0,1,0,0,0
"636",7.1,0.048,18,-103.63951,48.15278,584,0,0,0,0,1
"637",6.4,0.065,49,-96.707208,42.751518,352,1,0,0,1,0
"638",5.6,0.048,7,-109.455315,47.048537,1250,0,1,0,1,0
"639",10.2,0.046,19,-78.370833,40.535278,372,0,0,1,0,1
"640",8.9,0.042,12,-121.73269,38.66121,11,0,0,0,0,1
"641",10.4,0.053,13,-78.574167,35.856111,103,0,0,0,0,1
"642",10.7,0.053,20,-117.4924,33.99636,231,0,0,0,0,1
"643",17,0.037,14,-73.902,40.816,20,0,0,0,0,0
"644",7.9,0.035,10,-96.707208,42.751518,352,1,0,0,1,0
"645",1.1,0.025,8,-75.4325,40.611944,117,0,1,0,0,1
"646",7.35,0.057,30,-104.987625,39.751184,1593,0,1,0,0,0
"647",6.5,0.0455,14,-86.114444,39.810833,233,0,0,0,0,1
"648",11.85,0.02,14,-115.122953,36.191251,571,0,1,0,0,0
"649",4.55,0.056,14,-110.74526,43.48256,1913,0,0,0,0,0
"650",3.2,0.043,11,-76.878333,39.055277,50,0,0,0,0,1
"651",6.8,0.035,17,-106.65739,35.01708,1508,0,1,0,1,0
"652",3.3,0.04,9,-120.680277,38.20185,310,1,0,0,1,0
"653",10,0.047,13,-117.93845,33.83062,41,0,0,0,0,1
"654",-0.1,0.034,6,-106.65739,35.01708,1508,0,1,0,1,0
"655",17.3,0.038,35,-121.3621,36.843425,120,0,0,0,1,0
"656",11,0.037,17,-80.785683,35.2401,234,0,0,0,0,0
"657",10.9,0.021,33,-115.122953,36.191251,571,0,1,0,0,0
"658",5.33333333333333,0.055,16,-88.621111,43.466111,267,1,0,0,1,0
"659",2.4,0.019,4,-86.549167,33.545278,192,0,0,0,0,1
"660",1.95,0.0435,7,-119.643447,36.31567,76,0,0,0,0,1
"661",2.2,0.043,18,-118.330783,37.360684,1239,1,0,0,1,0
"662",2.2,0.048,13,-76.283333,40.046667,107,0,0,1,0,1
"663",12.3,0.067,57.5,-111.872222,40.736389,1304,0,0,0,0,1
"664",3.7,0.045,18,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"665",7.1,0.078,24,-101.766944,47.298611,601,1,0,0,1,0
"666",9.8,0.025,29,-112.095767,33.503833,343,0,0,0,0,0
"667",7.2,0.05,30,-81.310556,28.746111,14,0,0,0,0,1
"668",3.2,0.057,8,-95.47594,37.67696,304,0,0,0,0,1
"669",4.7,0.035,5,-78.370833,40.535278,372,0,0,1,0,1
"670",5.6,0.047,17,-120.034203,36.953256,85,0,1,0,0,1
"671",5.6,0.037,11,-121.126371,36.209286,104,0,0,0,0,0
"672",3.3,0.017,7,-119.807717,39.525083,1380,0,0,0,0,0
"673",13.5,0.02,22,-96.700769,43.54792,449,0,1,0,0,0
"674",6,0.044,27,-97.475083,35.614131,355,0,0,0,0,1
"675",34.6333333333333,0.022,41,-111.93471,33.41123,357,0,0,0,0,0
"676",8.8,0.049,15,-107.549444,43.081667,1800,0,0,1,1,0
"677",7.3,0.041,14,-115.052942,36.048705,564,0,0,0,0,1
"678",6,0.036,25,-115.078742,36.141875,543,0,0,0,0,0
"679",15.1,0.027,22,-111.872222,40.736389,1304,0,0,0,0,1
"680",8.3,0.047,57,-115.122953,36.191251,571,0,1,0,0,0
"681",5.2,0.034,6,-93.207615,45.13768,277,0,1,0,0,1
"682",8.86666666666667,0.048,44,-121.3621,36.843425,120,0,0,0,1,0
"683",17.7,0.032,26,-76.878333,39.055277,50,0,0,0,0,1
"684",8.5,0.033,6,-91.179219,30.461981,19,0,1,0,0,0
"685",11.6,0.07,37,-75.080833,39.991389,4,0,0,0,0,0
"686",7.75,0.037,13,-111.852199,41.842649,1353,0,0,0,1,0
"687",21.5,0.027,28,-121.618549,39.138773,18,0,1,0,0,1
"688",4.9,0.041,28,-114.021499,46.842181,969,0,0,0,0,1
"689",5.3,0.025,5,-91.179219,30.461981,19,0,1,0,0,0
"690",6.3,0.047,17,-86.263394,32.412811,64,0,1,0,0,1
"691",16.6,0.043,25,-121.99887,39.18919,16,0,1,0,1,0
"692",4.1,0.051,16,-111.975524,41.206321,1321,0,0,0,0,0
"693",5.25,0.063,18,-90.587611,41.530011,222,0,0,0,0,0
"694",8.2,0.053,14.5,-75.4325,40.611944,117,0,1,0,0,1
"695",12.1,0.04,23,-84.50404,39.12886,249,0,1,0,0,0
"696",5.2,0.042,13,-68.2609,44.37705,131,1,0,0,1,0
"697",2.5,0.033,3,-80.038611,42.14175,192,0,1,0,0,1
"698",2.4,0.064,8,-120.994212,37.642165,29,0,1,0,0,0
"699",4.2,0.036,8,-80.038611,42.14175,192,0,1,0,0,1
"700",8.6,0.038,10,-112.095767,33.503833,343,0,0,0,0,0
"701",9.15,0.033,24,-93.207615,45.13768,277,0,1,0,0,1
"702",12.6,0.035,9,-120.66617,35.49453,269,0,1,0,0,1
"703",7.3,0.0415,10,-103.2995,47.5812,602,1,0,0,1,0
"704",9.9,0.025,21,-117.4924,33.99636,231,0,0,0,0,1
"705",3.7,0.04,7,-116.944222,32.789561,144,0,1,0,0,1
"706",1.96666666666667,0.048,5,-80.256944,26.053889,7,0,0,0,0,1
"707",9.3,0.021,12,-121.126371,36.209286,104,0,0,0,0,0
"708",23.5,0.031,33,-120.6693,35.25651,42,0,1,0,0,0
"709",8.7,0.044,22,-116.944222,32.789561,144,0,1,0,0,1
"710",9,0.047,13,-117.93845,33.83062,41,0,0,0,0,1
"711",1.3,0.039,6,-120.994212,37.642165,29,0,1,0,0,0
"712",1.2,0.031,16,-103.63951,48.15278,584,0,0,0,0,1
"713",12.6,0.034,35,-120.994212,37.642165,29,0,1,0,0,0
"714",3.86666666666667,0.033,4,-77.013178,38.921847,56,0,1,0,0,0
"715",21,0.061,42,-83.2082,42.22862,179,0,1,0,0,1
"716",2.8,0.031,6,-111.872222,40.736389,1304,0,0,0,0,1
"717",3.4,0.054,14,-111.93471,33.41123,357,0,0,0,0,0
"718",4.9,0.05,13,-117.32554,34.510961,913,0,0,0,0,1
"719",11.8,0.029,24,-88.21507,43.020075,253,0,0,0,0,0
"720",5.5,0.035,16,-90.182722,32.329111,118,0,1,0,0,0
"721",16.9,0.07,34,-119.8284,34.44551,18,0,0,0,0,1
"722",5.3,0.051,21,-77.013178,38.921847,56,0,1,0,0,0
"723",4.2,0.046,19,-81.0525,29.206667,15,0,1,0,0,1
"724",7,0.063,23,-119.71877,39.621434,1371,0,0,0,0,1
"725",2.9,0.047,37,-84.2905,33.6878,239,0,0,0,0,1
"726",9.5,0.0385,15,-103.2995,47.5812,602,1,0,0,1,0
"727",8.6,0.033,48,-103.63951,48.15278,584,0,0,0,0,1
"728",4,0.032,9,-84.2905,33.6878,239,0,0,0,0,1
"729",6.83333333333333,0.041,20,-114.61444,32.690278,60,0,1,0,0,0
"730",6.7,0.032,16,-105.00518,39.77949,1602,0,0,0,0,0
"731",7,0.039,10,-103.2995,47.5812,602,1,0,0,1,0
"732",10,0.048,21,-78.915,40.309722,357,0,1,0,0,0
"733",1.8,0.043,17,-87.577222,38.013333,120,0,1,0,0,1
"734",5.3,0.042,11,-80.785683,35.2401,234,0,0,0,0,0
"735",20.4,0.068,42,-119.77321,36.78538,100,0,1,0,0,0
"736",1.4,0.05,4,-80.592318,40.427372,242,0,0,0,0,1
"737",8,0.034,18,-106.584434,31.796218,1156,0,0,0,0,1
"738",13.4,0.043,52,-103.2995,47.5812,602,1,0,0,1,0
"739",4.3,0.037,9,-91.68766,41.97677,226,0,0,0,0,0
"740",7.3,0.055,29,-104.778334,41.182227,1842,0,0,0,0,1
"741",8.7,0.021,21,-122.25556,40.17093,100,0,0,0,0,1
"742",13.7,0.067,36,-112.19193,33.57453,359,0,0,0,1,0
"743",4.2,0.038,14,-94.635605,39.117219,273,0,0,0,0,0
"744",8,0.036,18,-102.4018,48.64193,681,1,0,0,1,0
"745",8,0.041,16.5,-72.902871,41.3014,2,0,1,0,0,0
"746",17.9,0.083,72.5,-96.85535,46.933754,271,1,0,0,0,1
"747",14.2,0.06,77,-120.66617,35.49453,269,0,1,0,0,1
"748",2,0.041,5,-78.904037,36.032955,124,0,1,0,0,1
"749",8.9,0.035,27,-102.4018,48.64193,681,1,0,0,1,0
"750",4,0.04,10,-72.982778,43.608056,170,0,1,0,0,0
"751",6.05,0.03,14,-72.982778,43.608056,170,0,1,0,0,0
"752",3.25,0.036,10.5,-100.76821,46.825425,566,0,0,0,0,1
"753",1.5,0.016,23,-115.253333,36.106389,738,0,0,0,0,1
